label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
a,0.4925054609775543,0.7855833172798157,-8.144882599481207e-07,0.6875485181808472,0.7187458872795105,-0.08269420266151428,0.807244062423706,0.4566144645214081,-0.08227004110813141,0.7748900651931763,0.2198345959186554,-0.06409819424152374,0.7581509947776794,0.06611797213554382,-0.02533695101737976,0.6502719521522522,0.2984890937805176,-0.05018220841884613,0.6460121870040894,0.14712825417518616,-0.1087934598326683,0.6666180491447449,0.322889506816864,-0.10127368569374084,0.6542906761169434,0.4033757746219635,-0.08192647993564606,0.5072459578514099,0.3188583254814148,-0.02734874188899994,0.5097720623016357,0.1721879541873932,-0.12036268413066864,0.5577646493911743,0.3887052536010742,-0.12577246129512787,0.5510089993476868,0.45902058482170105,-0.10142728686332703,0.38413000106811523,0.37346136569976807,-0.014156833291053772,0.37739720940589905,0.25469738245010376,-0.11922083050012589,0.44990044832229614,0.4563795328140259,-0.07432760298252106,0.4489472508430481,0.5145399570465088,-0.014272361062467098,0.25128373503685,0.4373013377189636,-0.002609333023428917,0.2558766007423401,0.35028576850891113,-0.06919891387224197,0.3233749270439148,0.48905351758003235,-0.03109799511730671,0.3290855288505554,0.5264503359794617,0.016522888094186783
a,0.5616599917411804,0.7667893171310425,-1.2692361224253546e-06,0.7515660524368286,0.6485114097595215,-0.06573648005723953,0.8101837635040283,0.3916020095348358,-0.06620050221681595,0.7484689950942993,0.1881643831729889,-0.06032586470246315,0.7307344675064087,0.05287964642047882,-0.0348488911986351,0.5996320843696594,0.2716846168041229,-0.007320262957364321,0.5939455032348633,0.12100912630558014,-0.08582906424999237,0.6432099342346191,0.2764706015586853,-0.10100354999303818,0.6411139369010925,0.35611623525619507,-0.09340514987707138,0.46947985887527466,0.31388911604881287,-0.00031119358027353883,0.47967588901519775,0.15747836232185364,-0.09122535586357117,0.5546483397483826,0.34997671842575073,-0.09822159260511398,0.5321482419967651,0.41068077087402344,-0.07624849677085876,0.35226744413375854,0.3743070960044861,-0.009984727017581463,0.3686593770980835,0.23139871656894684,-0.11921730637550354,0.45767834782600403,0.4118504524230957,-0.08717051893472672,0.435272753238678,0.46316999197006226,-0.034451376646757126,0.23282277584075928,0.4503059685230255,-0.02164393663406372,0.27120766043663025,0.3167001008987427,-0.08990652859210968,0.34785574674606323,0.4336760640144348,-0.05847335234284401,0.3349343538284302,0.48667392134666443,-0.01635926030576229
a,0.4226517677307129,0.6989271640777588,-9.610525921743829e-07,0.6135936379432678,0.6184566020965576,-0.09453251957893372,0.755483090877533,0.41342443227767944,-0.10529504716396332,0.7515051364898682,0.20608004927635193,-0.10316357016563416,0.7363877892494202,0.059511423110961914,-0.08269717544317245,0.6260862946510315,0.26081106066703796,-0.02179161086678505,0.6030977964401245,0.09303899109363556,-0.11657598614692688,0.5857184529304504,0.21978935599327087,-0.15130376815795898,0.6000682711601257,0.32510897517204285,-0.1519182324409485,0.48810049891471863,0.2715054750442505,0.0021310218144208193,0.45454081892967224,0.10357891023159027,-0.10701575875282288,0.4651685953140259,0.288541704416275,-0.12195517867803574,0.507103681564331,0.3816749155521393,-0.09414246678352356,0.36731719970703125,0.30218175053596497,0.005575807765126228,0.328487753868103,0.16895197331905365,-0.1158502995967865,0.3569720685482025,0.3468669354915619,-0.0906343013048172,0.40606212615966797,0.42980721592903137,-0.03225601837038994,0.2540625333786011,0.35971859097480774,0.0037094790022820234,0.22720611095428467,0.2664494514465332,-0.0791260227560997,0.2617174983024597,0.3904455900192261,-0.05974428728222847,0.3074207603931427,0.45767566561698914,-0.015708673745393753
a,0.5825364589691162,0.742859423160553,-1.2520797554316232e-06,0.7644845843315125,0.627958357334137,-0.06458914279937744,0.8065666556358337,0.3784477710723877,-0.06363048404455185,0.7355824112892151,0.19058439135551453,-0.05723033845424652,0.7101399898529053,0.0613185316324234,-0.031953223049640656,0.602798581123352,0.2639119029045105,-0.001645411946810782,0.5914667844772339,0.11420270800590515,-0.07037779688835144,0.6496204137802124,0.2573957145214081,-0.08163731545209885,0.6475287675857544,0.3377572298049927,-0.07293931394815445,0.4797351062297821,0.3011465072631836,0.007344050798565149,0.4804285764694214,0.1398092359304428,-0.0735357254743576,0.562100887298584,0.3181203305721283,-0.07827727496623993,0.540565013885498,0.38775965571403503,-0.05567485839128494,0.3657703697681427,0.35626134276390076,0.00018720382649917156,0.3713033199310303,0.20621968805789948,-0.09783904254436493,0.46935969591140747,0.37508296966552734,-0.06737269461154938,0.4503333568572998,0.4416683614253998,-0.01743040420114994,0.24667897820472717,0.4302832782268524,-0.009344934485852718,0.2772906422615051,0.2904675006866455,-0.07237764447927475,0.3604888916015625,0.396437406539917,-0.0442025363445282,0.3526501953601837,0.4556357264518738,-0.004968196153640747
a,0.48691117763519287,0.6957874298095703,-8.682557677275327e-07,0.6553776860237122,0.588570237159729,-0.06269805878400803,0.7455699443817139,0.385975182056427,-0.07006819546222687,0.7340695261955261,0.19144468009471893,-0.07652395963668823,0.6829737424850464,0.06492841243743896,-0.0690024346113205,0.6214474439620972,0.2703973054885864,0.010811678133904934,0.5964256525039673,0.13827642798423767,-0.05638422444462776,0.6112222075462341,0.2505228519439697,-0.08064034581184387,0.6229631900787354,0.3088904321193695,-0.0821545198559761,0.5005642771720886,0.27812156081199646,0.019282488152384758,0.48451513051986694,0.15241868793964386,-0.052303336560726166,0.5215519666671753,0.30665460228919983,-0.05724083632230759,0.5319240093231201,0.3520434498786926,-0.03807831555604935,0.38574934005737305,0.2967091202735901,0.010312450118362904,0.3659369945526123,0.15987643599510193,-0.07391513884067535,0.41881895065307617,0.30773431062698364,-0.04670725762844086,0.43071481585502625,0.3733138144016266,-0.0017499355599284172,0.26504796743392944,0.3291724622249603,-0.003944235388189554,0.24470844864845276,0.2006431370973587,-0.06293350458145142,0.3051212728023529,0.2851097583770752,-0.044431183487176895,0.3404633104801178,0.3469739258289337,-0.01016073115170002
a,0.519640326499939,0.6965826749801636,-1.6938999181093095e-07,0.699668288230896,0.609931230545044,-0.024249739944934845,0.7839256525039673,0.4013214409351349,-0.010598752647638321,0.7890073657035828,0.2106853872537613,-0.0015638903714716434,0.7889962792396545,0.0767202377319336,0.007182142697274685,0.6971189379692078,0.32697194814682007,0.0484185554087162,0.6903206706047058,0.16015435755252838,0.012945972383022308,0.6852182149887085,0.1917046755552292,-0.020291687920689583,0.6835715174674988,0.2616249918937683,-0.040210045874118805,0.5710995197296143,0.3272249102592468,0.0453031100332737,0.5644477605819702,0.1803569346666336,0.010079294443130493,0.5727781057357788,0.2585752010345459,-0.02337297983467579,0.5801662802696228,0.3367595970630646,-0.04230500012636185,0.45327329635620117,0.35098883509635925,0.0323716402053833,0.4312543570995331,0.2220703810453415,-0.010893436148762703,0.45562201738357544,0.3215085566043854,-0.012906431220471859,0.4750641882419586,0.4051927924156189,-0.006867500487715006,0.34431514143943787,0.39660874009132385,0.01754235289990902,0.32217732071876526,0.28743016719818115,-0.019029946997761726,0.34464263916015625,0.35607147216796875,-0.01207162905484438,0.37242934107780457,0.42242997884750366,-0.00013993619359098375
a,0.6037880182266235,0.6588943600654602,-1.6406305576310842e-06,0.5680118799209595,0.6225652694702148,-0.09026247262954712,0.5021475553512573,0.46085527539253235,-0.12997329235076904,0.4504759907722473,0.3000023066997528,-0.1759333312511444,0.40703487396240234,0.19365835189819336,-0.19741855561733246,0.3750210702419281,0.32417580485343933,0.0060613881796598434,0.3606540858745575,0.15779991447925568,-0.116474449634552,0.438792884349823,0.27767252922058105,-0.16171462833881378,0.4389175474643707,0.36318841576576233,-0.1686844378709793,0.34748417139053345,0.3113809823989868,0.0020803557708859444,0.3799685835838318,0.14649981260299683,-0.12693682312965393,0.4700210690498352,0.30932188034057617,-0.14037197828292847,0.4543508291244507,0.3763722777366638,-0.11591397225856781,0.3267861306667328,0.3058444559574127,-0.0311135221272707,0.3666560649871826,0.1470971703529358,-0.15934133529663086,0.454018771648407,0.30175280570983887,-0.13101869821548462,0.4585890471935272,0.3824051022529602,-0.07563547044992447,0.3132503628730774,0.3094962239265442,-0.0751754567027092,0.32239383459091187,0.15245641767978668,-0.13802388310432434,0.3769961893558502,0.26357996463775635,-0.11397813260555267,0.38572269678115845,0.3528120815753937,-0.07614026963710785
a,0.5212680697441101,0.6961477994918823,-9.954258075595135e-07,0.6885541677474976,0.5882890224456787,-0.04839269071817398,0.7541826963424683,0.36562439799308777,-0.04595416411757469,0.7256128787994385,0.1720958948135376,-0.0420602522790432,0.6826804280281067,0.056246548891067505,-0.022821392863988876,0.6120692491531372,0.25472766160964966,-0.00042889799806289375,0.5962010025978088,0.11371830105781555,-0.05933363363146782,0.6318398714065552,0.25042346119880676,-0.07009273767471313,0.6361054182052612,0.3181891143321991,-0.06253672391176224,0.49869105219841003,0.2647407352924347,0.003185504814609885,0.48798084259033203,0.13772845268249512,-0.06523586064577103,0.5463100671768188,0.3041171729564667,-0.06823180615901947,0.5421518087387085,0.3542461395263672,-0.05002480372786522,0.38970524072647095,0.2868714928627014,-0.006074214354157448,0.3760736584663391,0.1455240398645401,-0.08499748259782791,0.4460243582725525,0.3061734139919281,-0.05377436801791191,0.4474111795425415,0.3709322214126587,-0.00863644853234291,0.2751147150993347,0.3235413134098053,-0.01829243265092373,0.27395299077033997,0.18517518043518066,-0.07379022985696793,0.3422866463661194,0.2856239676475525,-0.04917248710989952,0.3611126244068146,0.3547697365283966,-0.012523848563432693
a,0.45900365710258484,0.7192743420600891,-4.846263550462027e-07,0.6386799216270447,0.6375854015350342,-0.07101524621248245,0.7651316523551941,0.4091576039791107,-0.06798049807548523,0.7736987471580505,0.20279310643672943,-0.060849644243717194,0.7812732458114624,0.0509735643863678,-0.03850111737847328,0.6454752683639526,0.27545633912086487,0.009670077823102474,0.6321091651916504,0.08795416355133057,-0.07996002584695816,0.6192345023155212,0.2187904715538025,-0.11108380556106567,0.6269503831863403,0.3279806673526764,-0.10879562050104141,0.5017262697219849,0.27343544363975525,0.02098177559673786,0.4856547713279724,0.11424580216407776,-0.0851665586233139,0.496645450592041,0.2936013638973236,-0.10511603951454163,0.522545337677002,0.39429184794425964,-0.08359411358833313,0.37271595001220703,0.3034251034259796,0.011614998802542686,0.34939852356910706,0.16597427427768707,-0.10760048031806946,0.3838411867618561,0.3492433428764343,-0.09112884104251862,0.42077162861824036,0.4415169954299927,-0.04092938452959061,0.2525864839553833,0.35800817608833313,-0.0013159499503672123,0.23698219656944275,0.24764545261859894,-0.08030247688293457,0.2732621729373932,0.3668195605278015,-0.06711569428443909,0.31117069721221924,0.43731793761253357,-0.03120025061070919
a,0.4781418442726135,0.7182748317718506,-1.1108495527878404e-06,0.6303811073303223,0.6084357500076294,-0.08764296770095825,0.731663703918457,0.41137874126434326,-0.1070718839764595,0.7517154216766357,0.20631203055381775,-0.12394823879003525,0.6897016763687134,0.066995769739151,-0.11924678832292557,0.6339935064315796,0.26160022616386414,0.03456492722034454,0.6137772798538208,0.12640303373336792,-0.05879949405789375,0.6037044525146484,0.2487066090106964,-0.10243798047304153,0.602374255657196,0.31018123030662537,-0.10995803773403168,0.5103002786636353,0.2683655917644501,0.052943337708711624,0.4936582148075104,0.15248024463653564,-0.04031943157315254,0.506737232208252,0.3192138671875,-0.05768170207738876,0.5115017294883728,0.3360786736011505,-0.03840664401650429,0.3903690576553345,0.28536751866340637,0.045507363975048065,0.36911219358444214,0.17196476459503174,-0.055420778691768646,0.39955317974090576,0.3203699588775635,-0.033783167600631714,0.40840694308280945,0.35361248254776,0.014300240203738213,0.26829761266708374,0.30914512276649475,0.02965424582362175,0.2551105320453644,0.20269757509231567,-0.02569461427628994,0.2923254072666168,0.2912098467350006,-0.0020004739053547382,0.31811127066612244,0.3364785313606262,0.03856534883379936
